Client,Numero,Matricule,Montant,Presence
SAGAM SECURITE,69006,AA054GQ,21500.0,oui
SAGAM SECURITE,69007,AA052GQ,,oui
SAGAM SECURITE,69011,DK0745BL,25500.0,oui
SAGAM SECURITE,69012,DK0580BL,28500.0,oui
SAGAM SECURITE,69013,DK0579BL,,oui
SAGAM SECURITE,69016,DK6415AH,,oui
SAGAM SECURITE,69020,DK1864BE,1000.0,oui
SAGAM SECURITE,69024,DK4394AE,,oui
SAGAM SECURITE,69025,AA327FF,12000.0,oui
SAGAM SECURITE,69031,DK0582BL,,oui
SAGAM SECURITE,69033,DK1862BE,,oui
SAGAM SECURITE,69040,DK6355AG,8500.0,oui
SAGAM SECURITE,69041,DK0564BE,9000.0,oui
SAGAM SECURITE,69043,DK0581BL,8000.0,oui
SAGAM SECURITE,69044,DK7918AL,,oui
SAGAM SECURITE,69046,AA048GQ,26500.0,oui
SAGAM SECURITE,69047,AA058GQ,25000.0,oui
SAGAM SECURITE,69049,DK7916AL,,oui
SAGAM SECURITE,69050,DK7917AL,23500.0,oui
SAGAM SECURITE,91033,AA 509 CS,1000.0,oui
SAGAM SECURITE,109945,DK0582BL0,65500.0,non
SAGAM SECURITE,118787,AA524CS,13000.0,non
SAGAM SECURITE,118788,AA030YY,6000.0,non
SAGAM SECURITE,112009,AA315ML,24000.0,non
SAGAM SECURITE,112611,AA808SS,25500.0,oui
SAGAM SECURITE,116018,AB780CZ,7500.0,non
SAGAM SECURITE,116019,AB781CZ,37500.0,non
SAGAM SECURITE,118723,AA260NS,20500.0,non
SAGAM SECURITE,118728,AA416YB,3000.0,non
SAGAM SECURITE,118729,AA550CS,4000.0,non
SAREQ GROUP,64110,DK2000BM0,,oui
SAREQ GROUP,69545,TH5078G,,oui
SAREQ GROUP,69546,TH8256AP,,oui
SAREQ GROUP,69547,AA003RH,6000.0,oui
SAREQ GROUP,69561,DK2000BK,3000.0,oui
SAREQ GROUP,69562,DK3362AL,,oui
SAREQ GROUP,69563,TH1679F,,oui
SAREQ GROUP,69564,DK5004AU,,oui
SAREQ GROUP,69565,DK2794AZ,,oui
SAREQ GROUP,69566,DK2200BM,,oui
SAREQ GROUP,69567,TH4101F,,oui
SAREQ GROUP,69583,AA267JC,,oui
SAREQ GROUP,69584,0593EX,2500.0,oui
SAREQ GROUP,69585,TH3360G,,oui
SAREQ GROUP,69586,TH9764H,,oui
SAREQ GROUP,69587,DK5489AS,,oui
SAREQ GROUP,69588,AA259HL,,oui
SAREQ GROUP,69590,DK8256AP,,oui
SAREQ GROUP,69591,DK3606AY,,oui
SAREQ GROUP,69592,AB236AB,11500.0,oui
SAREQ GROUP,69597,AA417BX,,oui
SENAC SA,64122,AA174QA,9000.0,oui
SENAC SA,64125,AA647PG,70500.0,oui
SENAC SA,64314,AA106EP,,oui
SENAC SA,64315,AA239XA,9000.0,oui
SENAC SA,64336,AA967EM,,oui
SENAC SA,64337,AA436AX,10500.0,oui
SENAC SA,64303,AA334KD,2000.0,oui
SENAC SA,64333,DK5256BB,,oui
SENAC SA,64332,AA179NH,7000.0,oui
SENAC SA,64576,AA269QJ,24000.0,oui
SENAC SA,64578,AA687HV,3000.0,oui
SENAC SA,69305,DK6304AM,,oui
SENAC SA,69311,AA987DH,70000.0,oui
SENAC SA,69312,AA086BP,37000.0,oui
SENAC SA,69314,AA727FP,,oui
SENAC SA,69315,AA581GV,9500.0,oui
SENAC SA,69316,DK0823AK,,oui
SENAC SA,69317,DK4077BE,,oui
SENAC SA,69318,DK6042AC,7500.0,oui
SENAC SA,69319,DK4942AE,,oui
SENAC SA,69320,DK4200AF,,oui
SENAC SA,69355,DK1649BK,71000.0,oui
SENAC SA,69356,AA953EM,28000.0,oui
SENAC SA,69369,AA590GV,54500.0,oui
SENAC SA,69532,AA179HG,7500.0,oui
SENAC SA,69533,DK5192AM,1500.0,oui
SENAC SA,69683,AA927KN,86000.0,oui
SENAC SA,69697,AA923KN,95500.0,oui
SENAC SA,69728,AA096KR,75500.0,oui
SENAC SA,90527,AA105RP,96000.0,oui
SENAC SA,90528,AA292RG,62000.0,oui
SENAC SA,101617,AA784TP,75000.0,oui
SENAC SA,106060,AA269WZ,66000.0,oui
SENAC SA,106061,AA263SD,,oui
SENAC SA,112612,AA073KM,25500.0,oui
SENAC SA,112650,AA282XG,20000.0,oui
SENAC SA,109985,DK72150BD,14000.0,non
SENAC AUCHAN,2368,DK4202BF,,oui
SENAC AUCHAN,12127,DK1760BL,,oui
SENAC AUCHAN,26266,DK7430BH,,oui
SENAC AUCHAN,27490,DK4490BK,,oui
SENAC AUCHAN,30134,AA465BT,,oui
SENAC AUCHAN,30799,DK4226BM,,oui
SENAC AUCHAN,31567,AA442EE,5500.0,oui
SENAC AUCHAN,32642,AA453BT,,oui
SENAC AUCHAN,32645,AA562FW,10000.0,oui
SENAC AUCHAN,38002,DK8457BF,3500.0,oui
SENAC AUCHAN,38007,AA256FD,,oui
SENAC AUCHAN,38008,AA484EH,,oui
SENAC AUCHAN,38009,DK7265BF,,oui
SENAC AUCHAN,38010,TH5482D,,oui
SENAC AUCHAN,38012,AA-646-BD,,oui
SENAC AUCHAN,38013,DK4225BM,,oui
SENAC AUCHAN,38030,AA648BD0,,oui
SENAC AUCHAN,38167,AA456DD,,oui
SENAC AUCHAN,38171,DK7665BA,,oui
SENAC AUCHAN,38172,DK4099BF0,,oui
SENAC AUCHAN,38179,DK6741BF,,oui
SENAC AUCHAN,38251,AA449EH,,oui
SENAC AUCHAN,38258,AA356BD,,oui
SENAC AUCHAN,38264,AA118AH,,oui
SENAC AUCHAN,38270,DK4507AX,43000.0,oui
SENAC AUCHAN,38272,AA458DD00,3000.0,oui
SENAC AUCHAN,38273,DK8688BE,,oui
SENAC AUCHAN,38274,AA736GQ,86000.0,oui
SENAC AUCHAN,38298,AA450EH0,,oui
SENAC AUCHAN,38300,DK4097BF0,,oui
SENAC AUCHAN,64142,DK2943BA,,oui
SENAC AUCHAN,64583,AA532QH,,oui
SENAC AUCHAN,69125,DK8956AZ,,oui
SENAC AUCHAN,69129,DK2027AX,,oui
SENAC AUCHAN,69602,AA048KR,,oui
SENAC AUCHAN,69716,AA216KX,,oui
SENAC AUCHAN,69955,AA379KC,,oui
SENAC AUCHAN,90862,AA842QB,,oui
SENAC AUCHAN,90863,AA845QB,,oui
SENAC AUCHAN,90864,AA846QB,,oui
SENAC AUCHAN,90865,AA737AD,8000.0,oui
SENAC AUCHAN,90786,AA729TB,22000.0,oui
SENAC AUCHAN,90785,AA727TB,6000.0,oui
SENAC AUCHAN,90730,AA456DD0,7500.0,oui
SENAC AUCHAN,90731,AA465BT0,1500.0,oui
SENAC AUCHAN,90732,AA484EH0,,oui
SENAC AUCHAN,90742,AA813TN,6000.0,oui
SENAC AUCHAN,103542,AA781PR,,oui
SENAC AUCHAN,103543,AA635HP,4000.0,oui
SENAC AUCHAN,106008,AA233LR,21000.0,oui
SENAC AUCHAN,106053,DK9554BH,,oui
SENAC AUCHAN,106066,AA262LR,77500.0,oui
SENAC AUCHAN,106067,AA985AX,47000.0,oui
SENAC AUCHAN,106078,AA379KC0,12000.0,oui
SENAC AUCHAN,106082,AA535QH,68000.0,oui
SENAC AUCHAN,106086,DK2955BK,43000.0,oui
SENAC AUCHAN,106088,DK0985BH,66000.0,oui
SENAC AUCHAN,106090,DK4057AP,12000.0,oui
SENAC AUCHAN,106091,AA471LN,3000.0,oui
SENAC AUCHAN,106092,AA451EH,7000.0,oui
SENAC AUCHAN,109947,AB927AC,,non
SENAC AUCHAN,112712,AA184HM,,non
SENAC AUCHAN,112713,AA370LZ,,non
SENAC AUCHAN,112749,DK5905BK,46000.0,oui
SENAC AUCHAN,112751,AA173LQ,3000.0,oui
SENAC AUCHAN,113559,DK4490BK0,,non
SENECARTOURS,7076,DK4444BM0,,oui
SENECARTOURS,25892,DK3453BH,,oui
SENECARTOURS,25898,DK9149AG0,,oui
SENECARTOURS,25902,DK2951BK0,,oui
SENECARTOURS,25903,DK2950BK0,,oui
SENECARTOURS,29611,AA206NP,,oui
SENECARTOURS,29617,DK0786BG,,oui
SENECARTOURS,29619,DK9798BL,,oui
SENECARTOURS,29622,DK9797BL,,oui
SENECARTOURS,29623,DK9796BL,,oui
SENECARTOURS,29637,DK0169BH0,,oui
SENECARTOURS,29682,DK2445BH,,oui
SENECARTOURS,29683,DK2446BH,,oui
SENECARTOURS,29684,DK8589BL,,oui
SENECARTOURS,29727,DK4114AG,,oui
SENECARTOURS,29729,DK2949BK,,oui
SENECARTOURS,29730,DK3452BH,,oui
SENECARTOURS,29732,DK3451BH,,oui
SENECARTOURS,30393,DK1705BB,,oui
SENECARTOURS,30394,DK1708BB,,oui
SENECARTOURS,30395,DK2439BH,,oui
SENECARTOURS,30398,DK2442BH,,oui
SENECARTOURS,30399,DK2442BH0,,oui
SENECARTOURS,30400,DK2445BH0,,oui
SENECARTOURS,30540,DK0780BG,,oui
SENECARTOURS,30743,DK0166BH00,,oui
SENECARTOURS,30754,DK3450BH,5000.0,oui
SENECARTOURS,30755,DK3457BH,,oui
SENECARTOURS,30756,DK8812BL,,oui
SENECARTOURS,30758,DK8820BL,,oui
SENECARTOURS,30759,DK9781BL,,oui
SENECARTOURS,30760,DK9782BL,,oui
SENECARTOURS,30761,DK9784BL,,oui
SENECARTOURS,30766,DK9795BL0,,oui
SENECARTOURS,30767,DK9796BL0,,oui
SENECARTOURS,32335,DK3900BB00,,oui
SENECARTOURS,37813,AA886FK,,oui
SENECARTOURS,37815,AA586EQ,,oui
SENECARTOURS,37818,AA581EQ,,oui
SENECARTOURS,38255,DK0783BG,,oui
SENECARTOURS,64189,AA803HR,,oui
SENECARTOURS,64190,AA531MA,,oui
SENECARTOURS,69253,AA631DS0,,oui
SENECARTOURS,69419,AA342MH,,oui
SENECARTOURS,69422,DK2444BH,,oui
SENECARTOURS,69424,DK2441BH,,oui
SENECARTOURS,69428,AA718KC,5000.0,oui
SENECARTOURS,69429,AA713KC,,oui
SENECARTOURS,69430,AA710KC,,oui
SENECARTOURS,69432,AA706KC,10500.0,oui
SENECARTOURS,69433,AA704KC,,oui
SENECARTOURS,69442,AA409HD,,oui
SENECARTOURS,69446,DK0758BH0,5000.0,oui
SENECARTOURS,69449,DK0170BH0,,oui
SENECARTOURS,69450,DK0169BH,,oui
SENECARTOURS,69452,DK0167BH0,,oui
SENECARTOURS,69453,DK0166BH0,24500.0,oui
SENECARTOURS,69455,AA697KC,,oui
SENECARTOURS,69456,AA695KC,,oui
SENECARTOURS,69458,DK3456BH,,oui
SENECARTOURS,69459,DK3455BH,,oui
SENECARTOURS,69460,DK3449BH,,oui
SENECARTOURS,69468,AA510AB,1000.0,oui
SENECARTOURS,69469,AA585EQ,,oui
SENECARTOURS,69474,AA551GX,,oui
SENECARTOURS,69480,AA454NS,,oui
SENECARTOURS,69826,AA103GW,,oui
SENECARTOURS,90787,AA926NW0,34500.0,oui
SENECARTOURS,90701,AA919PS,6000.0,oui
SENECARTOURS,90702,AA135TG,,oui
SENECARTOURS,90703,AA130TG,1500.0,oui
SENECARTOURS,90735,AA837HB,,oui
SENECARTOURS,90768,AA127TG,,oui
SENECARTOURS,90769,AA342MH,,oui
SENECARTOURS,90770,DK8589BL,,oui
SENECARTOURS,90771,AA531MA,,oui
SENECARTOURS,90772,AA454NS,,oui
SENECARTOURS,90773,AA206NP,29000.0,oui
SENECARTOURS,90774,DK0170BH0,11000.0,oui
SENECARTOURS,90775,DK0167BH0,3500.0,oui
SENECARTOURS,90776,AA409HD,,oui
SENECARTOURS,90777,DK3449BH,7500.0,oui
SENECARTOURS,90778,DK2441BH,13500.0,oui
SENECARTOURS,90779,DK3455BH,,oui
SENECARTOURS,90780,AA713KC,3000.0,oui
SENECARTOURS,90781,AA710KC,4000.0,oui
SENECARTOURS,90782,AA704KC,,oui
SENECARTOURS,90783,AA697KC,20000.0,oui
SENECARTOURS,90784,AA695KC,25000.0,oui
SENECARTOURS,90796,AA921PS,22000.0,oui
SENECARTOURS,90797,AA924PS,20500.0,oui
SENECARTOURS,101618,AA631DS0,,oui
SENECARTOURS,101619,AA101GW,25500.0,oui
SENECARTOURS,101621,AA542LW,,oui
SENECARTOURS,101622,AA638MX,,oui
SENECARTOURS,101623,AA802MQ,,oui
SENECARTOURS,101624,AA736KC,4500.0,oui
SENECARTOURS,101625,AA707KC,,oui
SENECARTOURS,101626,AA692KC,13000.0,oui
SENECARTOURS,101628,DK0171BH,,oui
SENECARTOURS,101655,AA616KQ,13000.0,oui
SENECARTOURS,101697,AA060SJ,15000.0,oui
SENECARTOURS,101701,AA628DS0,10000.0,oui
SENECARTOURS,101702,AA584EQ,11000.0,oui
SENECARTOURS,101703,AA635DS0,,oui
SENECARTOURS,101704,AA587EQ,,oui
SENECARTOURS,101705,AA646JF,,oui
SENECARTOURS,101706,AA406NJ,44500.0,oui
SENECARTOURS,101707,DK2446BH0,21000.0,oui
SENECARTOURS,101708,AA965JL,,oui
SENECARTOURS,101709,AA612KQ,2000.0,oui
SENECARTOURS,101710,AA559GX,30500.0,oui
SENECARTOURS,101711,AA565GX,22000.0,oui
SENECARTOURS,101712,AA972JL,3000.0,oui
SENECARTOURS,101713,AA969JL,15500.0,oui
SENECARTOURS,101714,AA100GR,,oui
SENECARTOURS,101715,DK1937BM,,oui
SENECARTOURS,101716,AA701KC,11000.0,oui
SENECARTOURS,101717,DK2440BH,23500.0,oui
SENECARTOURS,101718,AA649JF,20500.0,oui
SENECARTOURS,101719,AA444EA,2000.0,oui
SENECARTOURS,101720,AA620KQ,20500.0,oui
SENECARTOURS,101721,DK2443BH,6000.0,oui
SENECARTOURS,101722,DK0168BH0,,oui
SENECARTOURS,101723,DK9148AG0,,oui
SENECARTOURS,101724,DK0787BG0,,oui
SENECARTOURS,101725,DK2110BM,,oui
SENECARTOURS,103147,AA908SH,19000.0,oui
SENECARTOURS,103148,AA921SH,,oui
SENECARTOURS,103149,DK0756BH0,,oui
SENECARTOURS,103150,AA105GR,,oui
SENECARTOURS,103305,AA243TN,,oui
SENECARTOURS,103306,DK8589BL0,,oui
SENECARTOURS,103307,DK1937BM0,,oui
SENECARTOURS,103308,AA510AB0,,oui
SENECARTOURS,103320,AA396NX,92000.0,oui
SENECARTOURS,103321,AA409NJ,40000.0,oui
SENECARTOURS,103322,AA387NX,75500.0,oui
SENECARTOURS,103323,AA929NW,26500.0,oui
SENECARTOURS,103324,AA402NJ,25000.0,oui
SENECARTOURS,103325,AA948FZ,11000.0,oui
SENECARTOURS,103326,AA391NX,54500.0,oui
SENECARTOURS,103327,AA004PB,9000.0,oui
SENECARTOURS,104141,AA729QD,,oui
SENECARTOURS,104142,AA727QD,,oui
SENECARTOURS,104143,AA720QD,,oui
SENECARTOURS,104144,AA717QD,,oui
SENECARTOURS,104145,AA708QD,11000.0,oui
SENECARTOURS,104146,AA688QD,4000.0,oui
SENECARTOURS,104147,AA412WR,,oui
SENECARTOURS,104148,AA408WR,3500.0,oui
SENECARTOURS,104149,AA406WR,,oui
SENECARTOURS,104150,AA405WR,,oui
SENECARTOURS,104265,AA128TG,,oui
SENECARTOURS,104463,DK2306BL,4500.0,oui
SENECARTOURS,104464,AA923NW0,5000.0,oui
SENECARTOURS,104465,AA145HK,,oui
SENECARTOURS,104466,DK0302BH0,8000.0,oui
SENECARTOURS,104467,AA723KC,,oui
SENECARTOURS,104468,DK3448BH,12500.0,oui
SENECARTOURS,104469,AA570GX,,oui
SENECARTOURS,104470,AA104GW,,oui
SENECARTOURS,116454,AB754BT,3000.0,non
SENECARTOURS,116453,AB760BT,,non
SENECARTOURS,116452,AB757BT,,non
SENECARTOURS,116451,AB751BT,6000.0,non
SENECARTOURS,116223,AA418DN,,non
SENELEC,6258,AA049AQ,16500.0,oui
SENELEC,6509,DK2758BH,,oui
SENELEC,6519,AA902AP,26000.0,oui
SENELEC,6520,DK1214BM,,oui
SENELEC,6522,DK7145AR,,oui
SENELEC,6525,AA974BR,,oui
SENELEC,6527,AA110AN,6000.0,oui
SENELEC,6528,AA136AN,2000.0,oui
SENELEC,6634,DK4724AU0,,oui
SENELEC,6720,AA899AP,10000.0,oui
SENELEC,13155,DK5563AN,,oui
SENELEC,13156,DK8235BE,,oui
SENELEC,13192,DK3135BM,,non
SENELEC,13193,DK1070EX,,oui
SENELEC,13194,AA587AK,9000.0,oui
SENELEC,13195,AA547BA,,oui
SENELEC,13196,AA554BA,,oui
SENELEC,13704,AA654AK,4000.0,oui
SENELEC,13705,AA653AA0,,oui
SENELEC,13707,DK0729EX,,oui
SENELEC,13708,AA650AK,21500.0,oui
SENELEC,13709,AA221BQ,13500.0,oui
SENELEC,13710,DK7147AR,,oui
SENELEC,13727,AA116AN,,oui
SENELEC,13729,AA480AR,,oui
SENELEC,25406,DK5741BM,,oui
SENELEC,25423,9342TTD1,,oui
SENELEC,25424,DK3176BC,,oui
SENELEC,25440,AA536BA,10000.0,oui
SENELEC,25451,DK3179BC,,oui
SENELEC,25452,DK6806BC,,oui
SENELEC,25454,AA483AL,9000.0,oui
SENELEC,25455,DK8987BH,,oui
SENELEC,25456,AA532BA,,oui
SENELEC,25458,AA571BA,,oui
SENELEC,25460,DK6808BC,,oui
SENELEC,25462,DK8538BC,,oui
SENELEC,25463,DK6909BC,,non
SENELEC,25464,DK3881BC,,oui
SENELEC,25466,DK8237BE,,oui
SENELEC,25468,DK5646BD,,oui
SENELEC,25469,DK9358TTD1,,oui
SENELEC,25470,DK4683AR,,oui
SENELEC,25494,DK6518BB,,oui
SENELEC,25502,DK1478BH,,oui
SENELEC,25504,DK6917BC,,oui
SENELEC,25506,DK3882BC,,oui
SENELEC,25512,DK7935BM,,oui
SENELEC,25517,DK0916BA,,oui
SENELEC,25518,DK0305BG,,oui
SENELEC,25520,DK8313AN,,oui
SENELEC,25529,AA096BZ,15500.0,oui
SENELEC,25539,DK6337BH,,oui
SENELEC,25540,DK8990BH,1000.0,oui
SENELEC,25548,DK7639BC,,oui
SENELEC,29562,DK6521BB,,oui
SENELEC,29610,DK0909BA,,oui
SENELEC,29627,DK7628BF,9500.0,oui
SENELEC,29641,DK6921BC,,oui
SENELEC,29642,DK6924BC,,oui
SENELEC,29643,DK7129AU,,oui
SENELEC,29652,DK5449BK0,,oui
SENELEC,29654,AA725BL,,oui
SENELEC,29655,DK6920BC,17000.0,oui
SENELEC,29660,DK8988BH,,oui
SENELEC,29662,DK6912BC,,oui
SENELEC,29667,DK0905BA,6000.0,oui
SENELEC,29668,DK0906BA,,oui
SENELEC,29669,DK5638BD,18000.0,oui
SENELEC,29670,AA538BA,,oui
SENELEC,29671,AA535BA,,oui
SENELEC,29673,DK6906BC,,oui
SENELEC,29674,DK8539BC,,oui
SENELEC,29675,AA550BA,6000.0,oui
SENELEC,29676,AA559BA,,oui
SENELEC,29678,AA569BA,10000.0,oui
SENELEC,29679,AA568BA,4500.0,oui
SENELEC,29690,DK5560AN,,oui
SENELEC,29720,DK9143BH,,oui
SENELEC,29721,DK8537BC,,oui
SENELEC,29722,AA506AR,15000.0,oui
SENELEC,29748,DK3185BC,7000.0,oui
SENELEC,29754,DK8535BC,,oui
SENELEC,29755,DK7207BG,10500.0,oui
SENELEC,29760,DK6220BB,,oui
SENELEC,29764,DK7206BG,,oui
SENELEC,29773,DK8540BC,,oui
SENELEC,29796,DK4752BG,,oui
SENELEC,30709,AA424DQ,14000.0,oui
SENELEC,30711,AA389DQ,,oui
SENELEC,30717,DK8239BE0,,oui
SENELEC,30718,DK8238BE0,9500.0,oui
SENELEC,30719,AA360DQ,21000.0,oui
SENELEC,30720,AA475EA,,oui
SENELEC,30721,AA064DY,3000.0,oui
SENELEC,30722,DK1411BM,,oui
SENELEC,30723,AA902DT,,oui
SENELEC,30724,AA002DT,3000.0,oui
SENELEC,30725,AA344DQ,,oui
SENELEC,30726,AA357DQ,,oui
SENELEC,30747,AA962CR,12000.0,oui
SENELEC,30748,AA068BZ,9500.0,oui
SENELEC,30749,AA096BZ0,16500.0,oui
SENELEC,30750,AA228CH,,oui
SENELEC,32618,AA346DQ,,oui
SENELEC,32629,DK5610BD0,,oui
SENELEC,32630,DK5608BD0,,oui
SENELEC,32631,DK1740AP0,,oui
SENELEC,32632,AA364DQ,,oui
SENELEC,32633,DK5738BM0,,oui
SENELEC,32634,AA078BZ0,,oui
SENELEC,32649,AA452BZ,14000.0,oui
SENELEC,32650,DK5609BD,,oui
SENELEC,34405,DK6260BG0,2000.0,oui
SENELEC,64079,AA621NB,27000.0,oui
SENELEC,64082,AA776NJ,29500.0,oui
SENELEC,64083,AA781NJ,9000.0,oui
SENELEC,64084,AA774NJ,19000.0,oui
SENELEC,64090,DK7797JT,,oui
SENELEC,64091,AA176JT,,oui
SENELEC,64092,AA174JT,,oui
SENELEC,64094,AA597BA,18500.0,oui
SENELEC,64095,KL2236C,16000.0,oui
SENELEC,64096,AA622DH0,12000.0,oui
SENELEC,64097,AA624DH0,23000.0,oui
SENELEC,64098,DK5562AN,,oui
SENELEC,64246,AA802MT,31500.0,oui
SENELEC,69256,AA228CH0,,oui
SENELEC,69257,9677TTD10,,oui
SENELEC,69262,DK5645BD,6500.0,oui
SENELEC,69263,DK5642BD,,oui
SENELEC,69264,AA050EM,,oui
SENELEC,69266,AA366DQ,,oui
SENELEC,69267,DK7937BM,,oui
SENELEC,69268,AA574FS,,oui
SENELEC,69269,AA571FS,,oui
SENELEC,69270,DK3886BC,3000.0,oui
SENELEC,69271,AA363DQ,11000.0,oui
SENELEC,69272,AA498DJ,7000.0,oui
SENELEC,69273,AA373DQ,,oui
SENELEC,69274,DK6159AN,,oui
SENELEC,69277,AA352DQ,10500.0,oui
SENELEC,69278,AA966DG,20500.0,oui
SENELEC,69279,AA962DG,3000.0,oui
SENELEC,69282,AA496DJ,18500.0,oui
SENELEC,69283,AA354DQ,7500.0,oui
SENELEC,69828,AA556AR,13000.0,oui
SENELEC,69829,AA824AQ,2000.0,oui
SENELEC,69830,AA861DS,,oui
SENELEC,69831,AA829DS,,oui
SENELEC,69832,AA850HV,13000.0,oui
SENELEC,69833,AA361BX,,oui
SENELEC,69834,AA342DX,3500.0,oui
SENELEC,69835,AA132JD,10000.0,oui
SENELEC,69836,AA912DX,,oui
SENELEC,69837,AA171JD,20000.0,oui
SENELEC,69838,AA050DV,,oui
SENELEC,69839,DK2026BA,,oui
SENELEC,69840,AA176JD,15000.0,oui
SENELEC,69843,AA345DQ,,oui
SENELEC,69844,AA202LV,,oui
SENELEC,69845,AA214BS,26500.0,oui
SENELEC,69846,AA209BV,19000.0,oui
SENELEC,69847,AA646BK,11500.0,oui
SENELEC,69848,AA638DK,16500.0,oui
SENELEC,69849,AA174JD,,oui
SENELEC,69850,AA173JD,,oui
SENELEC,69851,AA186JT,4500.0,oui
SENELEC,69852,DK4727AU,1000.0,oui
SENELEC,69853,DK5632BD,,oui
SENELEC,69854,DK5805BB,4500.0,oui
SENELEC,69855,AA168JD,7000.0,oui
SENELEC,69856,AA001EV,21000.0,oui
SENELEC,69857,AA611JX,27000.0,oui
SENELEC,69858,AA615JX,17000.0,oui
SENELEC,69859,AA577JX,10500.0,oui
SENELEC,69860,AA575JX,12000.0,oui
SENELEC,88243,DK6336BH,6000.0,oui
SENELEC,90529,AA389DQ,14000.0,oui
SENELEC,90707,9666TTD1,,oui
SENELEC,90708,DK5646BD0,,oui
SENELEC,90709,AA176JT0,,oui
SENELEC,90710,9667TTD1,,oui
SENELEC,90711,9674TTD10,3000.0,oui
SENELEC,90712,9682TTD10,,oui
SENELEC,90713,AA811SD,11500.0,oui
SENELEC,90714,AA278SA,7000.0,oui
SENELEC,90715,AA276SB,,oui
SENELEC,90716,AA974BR0,23000.0,oui
SENELEC,90717,DK1832AP,6500.0,oui
SENELEC,90718,DK7639BC0,,oui
SENELEC,90719,DK0305BG0,,oui
SENELEC,90720,AA393BN,,oui
SENELEC,103520,AA983JR,,oui
SENELEC,103521,3057EX,11000.0,oui
SENELEC,103522,3053EX,,oui
SENELEC,103523,3054EX,16000.0,oui
SENELEC,103524,AA177JD,,oui
SENELEC,103525,AA179JD,19000.0,oui
SENELEC,103526,AA034FW,6500.0,oui
SENELEC,103527,DK4752BG0,7000.0,oui
SENELEC,103528,AA800HV,,oui
SENELEC,103529,3088EX,,oui
SENELEC,103530,3087EX,,oui
SENELEC,103531,AA155TY,9000.0,oui
SENELEC,103532,3085EX,21500.0,oui
SENELEC,103533,3086EX,26000.0,oui
SENELEC,103534,AA171TB,23000.0,oui
SENELEC,103535,AA168TB,8500.0,oui
SENELEC,103536,AA167TB,21500.0,oui
SENELEC,103537,AA166TB,13500.0,oui
SENELEC,103547,AA798AQ0,,oui
SENELEC,104346,DK6731AN,21000.0,oui
SENELEC,104347,AA117JY,21000.0,oui
SENELEC,104348,AA617HR0,4000.0,oui
SENELEC,104349,3056EX,17000.0,oui
SENELEC,104351,DK8236BE,,oui
SENELEC,104352,DK6807BC,,oui
SENELEC,104353,AA582AG0,2000.0,oui
SENELEC,104354,DK7797BB,13500.0,oui
SENELEC,104355,AA362DQ,11000.0,oui
SENELEC,104356,DK3175BC,3500.0,oui
SENELEC,104357,DK5628BD0,,oui
SENELEC,104358,AA230JC,17000.0,oui
SENELEC,104359,DK8991BH,1500.0,oui
SENELEC,104360,AA722DV,4000.0,oui
SENELEC,104361,AA348DQ,19500.0,oui
SENELEC,104362,DK8235BE0,6000.0,oui
SENELEC,104363,AA659NB,3000.0,oui
SENELEC,104364,DK2868BH,,oui
SENELEC,104365,DK8239BE00,,oui
SENELEC,104366,AA413BJ,9000.0,oui
SENELEC,104367,AA664NB,,oui
SENELEC,104368,AA386DQ,8000.0,oui
SENELEC,106054,AA225JS0,12500.0,oui
SENELEC,106058,DK0679AZ,,oui
SENELEC,109971,AA133BT,7000.0,non
SDT,90838,DK0971EX,,oui
SDT,90839,DK0973EX0,74000.0,oui
SDT,90840,DK0970EX0,10500.0,oui
SDT,90841,AA086WF,,oui
SDT,90842,DK0371EX0,26000.0,oui
SDT,90843,DK2448BG0,31000.0,oui
SDT,90845,AA892RR,,oui
SDT,90855,AA629QE,178500.0,oui
SDT,90856,AA625QE,140500.0,oui
SDT,104011,5554TTA1,44000.0,oui
SDT,104012,5553TTA1,37000.0,oui
SDT,104013,5549TTA1,21000.0,oui
SDT,104016,AA985HD0,97500.0,oui
SDT,104017,AA255WB,117000.0,oui
SDT,104044,5555TTA1,6000.0,oui
SDT,104201,DK2913AC0,,oui
SDT,104204,DK3330AE0,2000.0,oui
SDT,104205,AA431TM,,oui
SDT,104206,AA434TM0,10500.0,oui
SDT,104234,AA202SZ0,18000.0,oui
SDT,104235,AA029TW0,48000.0,oui
SDT,104236,AA579TV0,28500.0,oui
SDT,104237,DK2658BK0,16500.0,oui
SDT,104238,DK0372EX0,32000.0,oui
SDT,104239,DK0835EX0,6000.0,oui
SDT,104240,DK0836EX,,oui
SDT,112753,DK0952EX,,oui
SDT,112754,DK0953EX0,,oui
SDT,112755,DK0986EX0,,oui
SDT,116348,AA951SH,8000.0,non
SENEXPAT,90902,AA883QW,,oui
SENEXPAT,90903,AA218FE,1500.0,oui
SENEXPAT,90904,AA542MB,,oui
SENEXPAT,90905,AA327JE0,,oui
SENEXPAT,90906,AA012GJ,,oui
SENEXPAT,90907,AA760RK,,oui
SENEXPAT,90908,AA152QV,18000.0,oui
SILCAR SA,90582,AA765JH,7500.0,oui
SILCAR SA,90583,AA774JH,,oui
SILCAR SA,90584,AA771JH,3500.0,oui
SILCAR SA,90585,AA206EQ0,,oui
SILCAR SA,90586,AA741AE0,3000.0,oui
SILCAR SA,90919,AA768JH,8000.0,oui
SILCAR SA,90920,AA676MB,,oui
